customer_id,cohort_month,order_month
2734,2020-01,2021-05
1245,2024-06,2024-06
1196,2020-08,2023-10
4606,2022-12,2022-12
7045,2022-06,2022-06
7735,2021-04,2025-01
9185,2021-05,2022-09
9784,2023-05,2023-05
3809,2020-02,2020-02
6314,2020-02,2020-02
7366,2020-09,2024-12
3177,2022-08,2022-08
6209,2022-02,2024-05
8899,2021-01,2021-01
8354,2020-04,2024-01
4808,2020-08,2021-10
1217,2020-02,2022-08
3032,2021-10,2024-10
8020,2021-07,2021-07
2300,2021-06,2024-11
9171,2020-08,2021-10
7156,2022-03,2025-03
4900,2020-10,2020-10
8270,2020-04,2020-04
3199,2022-08,2022-08
1648,2022-05,2024-12
5726,2022-02,2022-02
6427,2021-08,2021-08
9836,2021-06,2021-06
5068,2020-05,2020-05
4644,2022-02,2024-07
9543,2020-10,2022-05
1099,2021-01,2024-03
2146,2020-06,2020-06
3318,2020-12,2022-04
2503,2024-03,2024-03
4348,2020-02,2020-02
7983,2020-01,2023-04
3689,2020-04,2020-04
7947,2021-12,2022-09
5966,2025-03,2025-03
4299,2021-02,2021-02
2310,2020-08,2023-12
7524,2020-05,2020-05
8231,2020-12,2024-01
8101,2022-07,2024-10
1324,2020-12,2020-12
2363,2023-01,2023-01
9801,2021-09,2023-08
3878,2021-09,2021-09
6011,2020-02,2020-02
8878,2022-06,2022-06
8688,2023-09,2024-09
1068,2024-09,2024-09
7131,2020-08,2023-02
7465,2020-08,2020-08
7292,2020-01,2020-08
2167,2020-12,2020-12
3039,2021-03,2021-03
3660,2024-05,2024-06
5182,2020-07,2020-07
6711,2021-10,2023-06
7032,2021-03,2021-03
7313,2021-10,2024-08
5043,2022-04,2023-12
6921,2023-04,2023-04
1462,2022-08,2022-08
3422,2021-03,2021-03
3414,2020-02,2021-08
3644,2020-12,2022-08
7297,2022-05,2022-05
2316,2020-04,2020-04
7929,2021-11,2022-11
5143,2023-03,2025-03
9735,2020-08,2020-08
6045,2021-12,2021-12
2456,2020-11,2020-11
6642,2021-08,2022-08
4432,2020-02,2020-02
6047,2022-03,2022-03
9056,2023-01,2023-01
7845,2020-01,2020-01
5724,2020-05,2020-05
3890,2020-03,2020-03
3200,2021-01,2021-03
9234,2020-03,2020-03
4482,2022-07,2022-11
3993,2020-11,2021-11
5249,2020-12,2022-02
8220,2023-12,2023-12
2789,2020-10,2020-10
2307,2020-09,2021-10
3042,2020-03,2020-03
1486,2020-11,2020-11
8949,2022-05,2022-12
1155,2020-10,2022-12
1685,2022-10,2022-10
1118,2020-05,2023-04
5355,2020-08,2020-08
6521,2020-11,2023-12
7074,2024-05,2024-05
6164,2023-02,2023-04
7528,2023-09,2023-09
6833,2020-07,2021-05
1050,2023-03,2024-05
7583,2023-07,2023-07
1420,2020-04,2024-12
5578,2022-01,2022-01
7036,2021-01,2021-01
8785,2020-10,2020-10
4079,2021-05,2021-05
6278,2021-09,2021-09
1749,2020-02,2022-05
6333,2021-09,2023-01
8938,2021-01,2023-03
2333,2020-07,2020-07
2645,2022-03,2022-03
4196,2021-06,2021-06
9267,2021-05,2021-05
2426,2021-07,2021-09
9990,2023-05,2023-05
3753,2021-09,2024-01
8899,2021-01,2023-08
4987,2021-10,2021-10
2465,2021-03,2021-10
1478,2023-09,2024-02
7283,2020-06,2020-06
5220,2022-06,2022-06
3016,2022-08,2024-12
9060,2023-04,2023-04
6452,2020-10,2020-10
2059,2022-03,2023-01
7252,2021-04,2024-12
8159,2021-02,2021-02
5244,2020-11,2021-05
2824,2021-03,2021-03
4082,2024-09,2024-09
7025,2020-06,2024-11
7229,2021-03,2023-08
6092,2020-10,2020-10
4110,2022-11,2023-04
6237,2021-11,2025-01
3069,2020-02,2020-02
4639,2020-04,2020-04
9819,2020-01,2020-01
3370,2021-09,2021-09
4586,2020-11,2020-11
3415,2021-02,2024-09
1562,2020-03,2020-03
9230,2021-01,2024-07
5480,2020-03,2021-09
8836,2020-03,2021-12
9110,2022-11,2022-11
1963,2021-03,2021-10
3501,2023-11,2023-11
4687,2021-12,2021-12
3933,2021-11,2021-11
7419,2022-07,2022-07
3608,2021-07,2021-07
7427,2021-09,2021-09
8756,2020-07,2024-11
7407,2022-02,2022-09
5637,2020-03,2020-03
9978,2022-07,2024-05
6298,2020-02,2024-07
1886,2020-08,2024-05
5981,2021-09,2024-01
3253,2022-07,2024-08
5769,2021-03,2021-03
4573,2022-09,2022-09
1149,2023-07,2023-07
2670,2020-02,2020-02
7169,2020-08,2024-03
3756,2021-03,2021-03
6825,2021-05,2024-09
1859,2020-12,2024-05
6545,2024-01,2024-07
7619,2023-02,2023-02
4946,2021-10,2025-01
3826,2022-10,2022-11
2468,2020-06,2021-03
7260,2020-11,2020-11
8292,2020-07,2024-11
2910,2020-11,2020-11
9351,2024-08,2025-01
8856,2023-01,2023-01
2549,2022-08,2022-08
7290,2021-07,2021-07
8105,2023-06,2024-05
2629,2020-09,2020-09
9806,2020-08,2020-08
1323,2023-06,2024-06
9684,2020-01,2022-06
9830,2021-03,2021-03
3033,2022-12,2022-12
2922,2020-06,2021-01
3948,2022-01,2022-01
6149,2020-06,2020-06
4378,2022-05,2022-05
5206,2020-10,2020-10
2386,2020-06,2021-12
5891,2021-05,2022-04
3811,2020-10,2022-06
1001,2020-06,2023-10
9510,2024-07,2024-11
9750,2020-05,2022-10
9035,2021-05,2021-05
6769,2021-11,2024-10
4438,2022-02,2024-05
1732,2020-11,2020-11
3321,2023-08,2024-06
3198,2022-06,2022-06
6882,2020-03,2020-03
7914,2021-07,2022-09
5270,2022-05,2024-11
7554,2021-08,2024-01
7968,2022-04,2022-04
9780,2022-01,2022-01
5413,2020-02,2020-03
4156,2021-05,2021-07
9379,2022-07,2023-05
3514,2020-10,2022-04
7208,2020-07,2023-01
5055,2021-08,2021-08
9707,2020-10,2023-10
7664,2024-01,2024-01
2457,2022-01,2022-01
5476,2022-02,2025-03
5483,2020-05,2020-05
4640,2021-11,2021-11
3023,2021-09,2024-10
6022,2021-12,2022-06
2565,2022-10,2022-10
5620,2022-12,2025-04
2623,2022-09,2022-09
6210,2021-03,2021-07
3960,2020-08,2020-12
9711,2020-08,2020-08
8812,2020-06,2023-03
1155,2020-10,2020-12
3547,2023-12,2023-12
7206,2021-08,2021-08
1866,2021-02,2021-02
7064,2022-07,2022-07
7852,2021-09,2021-09
8191,2022-10,2025-02
9228,2020-10,2020-10
9529,2020-02,2020-02
6000,2020-12,2020-12
6007,2022-02,2022-05
2476,2020-09,2022-09
4932,2021-02,2022-04
1940,2022-01,2022-01
9074,2020-04,2022-11
7946,2020-03,2020-03
3235,2024-08,2024-08
9722,2021-04,2021-04
1227,2021-05,2023-05
1119,2020-01,2021-03
9754,2021-07,2021-07
9652,2020-11,2024-10
8350,2021-05,2022-03
9577,2020-01,2024-06
2230,2020-08,2023-11
9416,2020-04,2020-04
7925,2023-12,2023-12
7115,2022-07,2022-07
5092,2024-10,2024-10
5752,2023-06,2023-06
5337,2025-03,2025-03
7449,2022-02,2022-05
9446,2022-03,2022-03
8586,2020-09,2022-02
1942,2020-10,2024-12
8542,2020-03,2020-03
2755,2021-11,2024-03
4050,2020-11,2020-11
2660,2021-10,2021-10
2388,2022-10,2025-03
7729,2021-12,2021-12
1113,2020-01,2020-01
5098,2021-03,2024-01
7132,2020-01,2020-01
3984,2021-09,2024-03
2780,2020-10,2021-12
8198,2020-10,2021-07
8110,2022-12,2024-02
4251,2022-02,2022-05
1659,2021-11,2024-11
6426,2022-08,2023-11
4260,2020-12,2020-12
5354,2022-06,2023-05
9119,2020-02,2025-04
3087,2020-06,2021-02
9222,2022-07,2022-10
7370,2020-12,2020-12
1346,2021-01,2024-12
9192,2020-12,2025-03
4874,2022-04,2025-01
8039,2021-05,2023-11
1131,2021-04,2021-04
5623,2020-10,2020-10
5059,2020-02,2020-02
9376,2021-09,2021-09
2884,2020-07,2020-07
5052,2022-04,2022-04
4250,2021-05,2023-06
9230,2021-01,2021-03
3436,2021-07,2021-07
7574,2022-05,2023-06
3395,2021-11,2021-11
4270,2020-03,2022-01
7231,2024-02,2024-02
4791,2020-09,2023-09
8851,2020-03,2020-03
1846,2023-08,2023-08
6956,2020-07,2020-07
7849,2022-01,2022-01
3977,2021-01,2023-07
6269,2020-09,2024-07
5590,2022-04,2022-04
8059,2024-07,2024-07
6956,2020-07,2021-03
2587,2024-09,2024-09
3134,2025-03,2025-03
6920,2022-05,2022-05
9664,2021-10,2022-11
5521,2021-01,2021-01
2429,2020-08,2020-08
2971,2021-07,2024-06
4120,2020-06,2025-01
2616,2020-05,2020-05
6618,2021-06,2024-07
4309,2020-08,2022-01
1717,2021-10,2021-10
5137,2022-08,2022-08
6690,2020-04,2020-04
2923,2022-09,2024-01
8910,2021-12,2023-02
1358,2020-06,2020-06
3112,2022-04,2022-04
1996,2021-11,2023-03
4116,2021-06,2021-06
9110,2022-11,2023-08
2228,2023-05,2023-06
7293,2021-06,2024-02
7567,2020-01,2022-09
4015,2021-04,2021-04
4568,2020-12,2023-05
9401,2023-07,2023-07
9602,2020-06,2022-09
5855,2025-04,2025-04
2951,2020-10,2022-08
9741,2021-12,2022-02
3427,2021-01,2021-01
3178,2023-02,2023-02
5079,2020-05,2025-04
9758,2022-08,2022-08
6692,2020-03,2020-03
6317,2020-06,2023-07
9999,2021-11,2021-11
7690,2024-03,2025-04
6318,2020-02,2024-01
1170,2020-08,2020-08
5582,2020-11,2022-12
9804,2020-05,2024-09
2743,2020-02,2020-02
7258,2020-09,2020-09
4377,2024-05,2024-12
6312,2023-08,2023-08
7479,2021-11,2023-07
8109,2022-12,2022-12
2535,2021-06,2021-06
4031,2021-05,2022-03
4094,2021-11,2021-11
3955,2020-09,2020-09
6081,2022-06,2022-06
7458,2020-10,2020-10
2137,2021-08,2021-08
5018,2022-08,2022-08
7594,2021-07,2024-12
3249,2020-11,2025-01
2633,2021-03,2023-12
2802,2020-11,2020-11
1716,2020-01,2020-05
5385,2022-01,2025-03
1221,2022-09,2023-01
2742,2022-09,2022-09
2392,2020-04,2020-04
8279,2020-09,2020-09
6435,2020-01,2023-08
1915,2021-04,2021-04
9906,2020-10,2020-10
2684,2021-10,2022-09
9381,2021-04,2021-04
3323,2020-10,2020-10
1393,2022-09,2022-09
3414,2020-02,2021-10
4700,2020-06,2022-03
7303,2021-04,2024-11
2841,2020-07,2020-07
4678,2020-10,2020-10
6854,2021-01,2021-01
2939,2020-05,2023-12
1710,2020-03,2023-09
8022,2021-07,2021-07
3971,2020-06,2020-06
5940,2021-06,2021-06
6707,2023-03,2023-03
9179,2020-11,2023-06
2251,2020-03,2020-11
3401,2024-03,2024-03
8318,2021-06,2021-06
2102,2020-02,2020-02
5562,2021-03,2021-11
3089,2021-06,2021-06
6777,2020-04,2020-04
8885,2020-03,2020-03
6463,2020-09,2024-02
5028,2020-06,2020-06
9144,2022-06,2022-06
9724,2020-03,2020-03
7301,2021-06,2024-08
7911,2021-06,2021-06
4593,2020-12,2020-12
6926,2020-08,2025-02
6937,2023-07,2023-07
2804,2020-06,2020-06
6912,2021-12,2021-12
5828,2023-02,2023-11
7898,2022-11,2022-11
1915,2021-04,2023-12
3344,2021-03,2021-03
7958,2021-12,2023-06
2736,2022-02,2022-02
8812,2020-06,2023-04
1494,2022-08,2025-04
2294,2022-08,2022-08
7823,2023-09,2025-02
8696,2020-09,2020-09
9641,2024-11,2024-11
8703,2020-09,2020-09
8274,2020-08,2020-08
1216,2020-04,2020-04
1983,2021-10,2023-10
3843,2020-01,2022-08
7494,2022-10,2022-10
8443,2021-07,2021-07
9222,2022-07,2023-08
7941,2021-10,2021-10
2506,2022-11,2023-07
4471,2021-04,2022-04
4586,2020-11,2025-03
2264,2023-03,2023-03
8821,2020-02,2020-02
7637,2021-11,2024-05
1895,2020-08,2024-04
7950,2021-06,2022-07
2710,2020-01,2020-01
6496,2021-11,2023-04
3666,2020-05,2020-05
4471,2021-04,2021-04
4075,2021-05,2022-01
1530,2022-03,2024-10
1735,2020-02,2020-02
1748,2024-02,2024-02
6056,2020-02,2020-02
5626,2024-01,2024-01
4192,2022-08,2022-08
6830,2022-02,2023-11
2595,2020-07,2023-09
9250,2022-05,2023-04
1388,2020-02,2020-02
8814,2021-05,2021-05
5753,2020-04,2021-06
8587,2024-03,2024-03
2528,2020-02,2020-02
4533,2021-08,2021-08
3307,2020-11,2022-09
9218,2024-01,2024-04
9573,2020-02,2020-02
8331,2021-12,2021-12
5765,2022-02,2024-10
1655,2024-12,2024-12
7350,2020-07,2020-07
2228,2023-05,2023-05
9151,2024-06,2024-09
3336,2021-11,2021-12
9964,2021-10,2023-09
9174,2021-02,2023-05
3780,2021-06,2023-08
2116,2020-05,2022-08
6789,2023-01,2023-01
8548,2020-10,2021-05
5194,2021-06,2025-03
3301,2022-10,2022-10
8999,2020-03,2021-07
7568,2021-01,2021-01
3113,2020-05,2022-09
6138,2024-03,2024-03
7769,2022-02,2022-02
1699,2021-12,2021-12
1934,2020-09,2022-03
1130,2021-06,2021-09
5762,2021-12,2022-06
7541,2020-08,2024-12
7360,2020-05,2020-05
2531,2020-01,2020-06
9767,2024-06,2024-12
2787,2022-06,2024-08
2775,2020-08,2020-08
8096,2020-10,2025-01
2056,2024-05,2024-05
8967,2020-05,2020-05
8802,2020-08,2025-02
1627,2021-05,2021-05
3384,2020-03,2022-05
1513,2020-12,2021-06
2022,2020-09,2023-10
8046,2022-02,2022-05
1886,2020-08,2020-09
7929,2021-11,2021-11
3885,2020-11,2023-11
5487,2024-06,2024-06
8396,2020-01,2020-01
4507,2020-01,2020-01
4015,2021-04,2023-02
8021,2023-04,2023-04
3695,2023-07,2023-08
8890,2020-11,2021-08
3632,2021-01,2021-01
6811,2021-08,2021-08
7375,2023-02,2023-02
4253,2025-04,2025-04
3369,2021-04,2021-04
6185,2022-09,2022-12
3416,2020-03,2020-03
2861,2020-01,2024-01
7658,2020-08,2020-08
1060,2021-09,2021-09
8361,2020-03,2025-01
2596,2020-06,2020-06
4074,2020-08,2020-08
3721,2020-12,2022-04
6703,2021-07,2022-11
1235,2021-05,2022-04
1265,2022-07,2023-09
9226,2020-10,2021-03
9177,2020-12,2022-03
7783,2020-05,2020-05
9887,2022-11,2023-07
2857,2021-03,2021-03
8018,2022-12,2022-12
3664,2024-02,2024-08
5669,2020-08,2024-02
8167,2020-07,2020-07
2625,2022-02,2024-09
2468,2020-06,2022-08
7738,2020-12,2020-12
9924,2021-02,2023-11
9247,2020-04,2020-04
5749,2021-08,2024-01
4651,2021-09,2022-12
7243,2021-06,2021-06
3038,2022-07,2025-01
7765,2022-02,2025-03
7484,2021-06,2021-06
4668,2023-04,2023-04
5333,2020-08,2020-08
4957,2020-11,2024-06
1535,2020-04,2020-04
7134,2021-09,2021-09
6201,2020-01,2022-02
8045,2020-11,2024-05
4156,2021-05,2021-05
1845,2022-03,2023-10
8030,2022-05,2022-05
7396,2021-09,2021-09
7604,2022-04,2022-04
3595,2020-12,2020-12
3069,2020-02,2020-10
7422,2023-05,2023-05
5263,2020-12,2020-12
6282,2023-06,2023-06
1420,2020-04,2020-07
3507,2020-04,2022-08
9907,2020-07,2025-01
7265,2020-01,2024-07
3138,2020-09,2020-09
6867,2020-07,2020-07
4633,2020-11,2020-11
5018,2022-08,2023-09
5267,2021-06,2022-12
2359,2020-12,2020-12
1379,2021-06,2023-11
2694,2022-07,2022-07
3010,2022-12,2022-12
5292,2022-05,2022-05
2267,2020-05,2021-05
4407,2021-01,2021-04
1359,2021-06,2021-06
2250,2020-04,2024-05
7148,2020-01,2024-07
8387,2022-09,2022-09
5894,2024-12,2024-12
1515,2021-06,2024-11
6681,2020-07,2024-07
9953,2022-10,2023-02
5169,2020-12,2024-11
1484,2020-06,2020-08
9384,2021-02,2024-01
6978,2021-10,2021-10
1483,2021-08,2022-08
2367,2021-10,2024-10
5384,2023-12,2023-12
2506,2022-11,2022-11
5822,2023-07,2023-07
8144,2020-05,2023-01
4163,2022-03,2022-03
5605,2020-01,2020-01
6105,2020-02,2022-07
8992,2020-12,2023-09
7942,2022-05,2022-05
6222,2023-06,2023-06
7275,2024-01,2024-01
6782,2021-10,2024-05
2052,2021-05,2021-05
9378,2020-10,2023-06
5808,2022-01,2022-06
9691,2020-10,2021-01
2878,2025-03,2025-03
8035,2022-06,2023-10
5019,2021-04,2024-03
7089,2020-09,2021-07
3003,2020-11,2020-11
1178,2022-10,2022-10
8624,2021-03,2023-11
4811,2021-12,2021-12
5646,2020-11,2024-04
4562,2021-11,2022-11
2225,2020-01,2020-01
7909,2021-08,2022-02
6206,2020-05,2020-05
4229,2022-04,2022-08
9169,2021-12,2021-12
7901,2020-04,2020-04
3803,2023-02,2023-04
7272,2020-06,2023-05
5670,2021-03,2022-10
1076,2020-06,2020-06
3147,2022-06,2022-06
1606,2020-04,2020-04
1640,2020-01,2023-01
2137,2021-08,2023-06
5931,2024-02,2024-02
7559,2020-01,2020-01
9090,2021-11,2021-11
5889,2021-08,2024-08
9082,2020-03,2020-03
7126,2020-07,2020-07
1479,2025-02,2025-02
3273,2020-03,2020-03
8138,2021-11,2021-11
4131,2023-08,2023-08
9807,2023-05,2023-05
1860,2021-06,2021-07
2815,2020-01,2022-08
2229,2020-04,2020-10
7218,2020-03,2020-03
3257,2020-04,2022-06
3069,2020-02,2021-02
7771,2023-07,2024-10
3004,2023-02,2023-02
8830,2021-09,2021-09
6274,2021-11,2023-02
4700,2020-06,2020-06
2356,2020-08,2020-08
4373,2020-01,2021-08
9103,2024-03,2024-03
4541,2021-02,2024-11
4078,2020-07,2020-07
4418,2023-02,2023-02
9420,2022-05,2024-08
8438,2023-02,2023-11
2731,2025-01,2025-01
6957,2020-02,2022-05
9412,2022-06,2023-06
4079,2021-05,2024-10
3690,2020-09,2023-05
2672,2024-01,2024-01
2805,2020-09,2022-04
4064,2024-07,2024-07
9698,2020-03,2023-08
2938,2020-09,2020-09
6806,2022-02,2022-02
7503,2020-09,2020-09
6467,2020-05,2020-12
7058,2021-04,2021-04
7267,2020-08,2020-08
4177,2020-09,2022-11
3894,2020-08,2020-08
9087,2021-11,2021-11
1817,2021-01,2021-01
4597,2024-07,2024-07
5361,2021-03,2021-03
2655,2021-08,2024-02
7628,2022-10,2022-10
4602,2024-04,2024-06
5395,2021-05,2021-05
4335,2020-03,2022-06
5718,2020-05,2023-01
4032,2020-06,2021-07
8811,2021-03,2021-03
4909,2020-07,2021-05
2137,2021-08,2022-05
8458,2020-03,2021-06
8775,2021-11,2021-11
3908,2022-01,2022-01
3797,2022-09,2022-09
6769,2021-11,2021-11
1016,2020-09,2020-09
8742,2021-09,2022-02
5762,2021-12,2022-04
9243,2020-01,2022-01
2538,2025-02,2025-02
6499,2020-03,2020-03
6747,2020-09,2020-09
8970,2023-10,2023-10
1222,2024-02,2024-02
6467,2020-05,2020-05
8935,2020-08,2020-08
9508,2023-10,2023-10
3423,2023-10,2024-03
3320,2020-01,2020-10
5003,2020-04,2020-04
8056,2020-10,2020-10
2462,2020-09,2022-11
2768,2021-10,2021-10
9927,2024-09,2024-09
9632,2020-09,2023-06
6715,2021-03,2021-10
7836,2023-08,2023-08
6067,2020-06,2022-04
9520,2021-10,2021-10
3014,2020-04,2020-04
6685,2020-08,2020-08
9174,2021-02,2021-02
8640,2024-09,2024-09
5747,2020-05,2020-05
3664,2024-02,2024-03
2058,2021-03,2021-03
8436,2021-04,2021-08
3022,2020-02,2021-12
1083,2020-05,2020-05
1010,2020-07,2023-12
6737,2021-07,2021-07
3540,2021-08,2021-08
5434,2021-08,2021-08
4223,2022-05,2023-08
5764,2021-06,2024-05
6810,2020-02,2024-01
7328,2020-03,2022-12
5280,2021-05,2023-12
6091,2021-12,2024-08
6283,2025-02,2025-02
4268,2021-04,2023-05
4268,2021-04,2021-12
5871,2025-03,2025-03
8555,2021-02,2023-06
8158,2022-09,2025-01
8240,2021-03,2023-02
6858,2021-03,2023-04
8643,2021-02,2021-02
8557,2021-06,2021-06
1432,2021-10,2024-03
2448,2020-03,2021-12
5954,2020-08,2020-08
9391,2021-07,2024-02
9900,2020-08,2024-10
1877,2023-12,2023-12
3063,2021-06,2021-06
8582,2022-07,2022-07
8540,2020-01,2020-01
1896,2022-12,2022-12
2753,2020-10,2025-03
5760,2020-08,2021-02
6428,2020-12,2023-10
9369,2021-02,2025-01
4359,2020-02,2020-02
9115,2020-01,2024-05
3535,2020-08,2023-10
1105,2020-02,2021-07
4288,2022-03,2022-03
3507,2020-04,2020-07
9516,2020-06,2023-04
2697,2020-10,2022-05
8271,2020-04,2024-01
5913,2020-04,2022-03
4849,2024-10,2024-10
5264,2020-03,2022-02
8194,2022-03,2022-06
3018,2022-02,2022-02
1354,2023-04,2024-06
4943,2022-08,2023-02
9956,2021-03,2021-08
5751,2022-09,2025-04
9076,2021-10,2024-05
7409,2022-02,2022-02
8601,2020-05,2020-05
3427,2021-01,2021-09
2968,2024-01,2024-01
5960,2021-01,2021-01
8282,2020-08,2022-08
3282,2020-05,2020-09
8509,2020-01,2021-06
6861,2022-03,2022-08
4453,2020-05,2020-05
9602,2020-06,2022-11
3858,2022-11,2024-09
6558,2022-07,2022-07
5560,2020-09,2020-09
5963,2021-03,2023-04
8925,2020-02,2021-03
3955,2020-09,2021-05
9608,2020-05,2020-05
6309,2021-06,2021-06
6703,2021-07,2024-10
2107,2021-07,2021-07
3607,2023-07,2023-07
2740,2022-05,2023-07
8805,2021-07,2021-07
4876,2021-10,2023-04
7292,2020-01,2020-01
2054,2020-07,2025-01
2875,2021-03,2021-03
2194,2021-03,2023-01
1482,2024-05,2024-05
2763,2021-06,2025-04
3182,2021-01,2021-01
4272,2022-04,2023-06
8168,2022-03,2022-03
4296,2020-05,2023-10
9659,2021-07,2021-07
2409,2022-01,2024-09
2576,2024-12,2024-12
1085,2021-07,2022-05
9955,2020-05,2023-01
4036,2020-07,2024-04
9653,2022-12,2025-03
8761,2022-06,2022-06
3258,2021-02,2021-02
8004,2021-11,2022-12
2280,2023-04,2023-04
5886,2021-07,2021-07
4777,2020-02,2020-02
6421,2021-05,2021-05
5118,2020-07,2020-07
2113,2020-02,2020-02
5719,2021-01,2025-04
4955,2020-01,2024-12
9192,2020-12,2025-03
1928,2020-01,2020-06
8716,2020-06,2020-06
1491,2021-11,2021-11
5274,2024-07,2024-07
3282,2020-05,2020-12
6400,2020-01,2023-02
2021,2023-05,2023-05
1579,2020-10,2020-10
7819,2020-01,2020-01
2320,2020-02,2023-11
3121,2020-02,2020-02
2704,2025-04,2025-04
4690,2020-05,2020-05
8824,2021-01,2023-02
1351,2021-03,2023-04
4214,2021-02,2021-02
1296,2023-03,2025-04
7342,2022-09,2024-08
3051,2021-01,2021-01
3257,2020-04,2024-02
7024,2020-04,2024-08
8152,2024-07,2024-07
4801,2020-02,2021-01
4721,2021-01,2021-01
1750,2021-01,2025-04
5094,2022-04,2022-04
1928,2020-01,2020-01
5630,2022-06,2023-09
5001,2025-01,2025-01
7517,2020-03,2020-03
2258,2020-01,2020-01
4372,2021-04,2021-04
6848,2021-04,2021-04
8266,2023-11,2023-11
5795,2020-11,2021-06
9631,2020-04,2020-04
9870,2020-03,2020-03
6679,2020-11,2021-05
8966,2025-01,2025-01
3246,2020-01,2021-08
4777,2020-02,2021-06
4453,2020-05,2023-04
3325,2020-07,2020-07
8213,2022-11,2022-11
2871,2020-07,2020-07
5428,2021-07,2021-09
5921,2020-07,2022-11
1978,2020-04,2020-04
7290,2021-07,2021-10
7302,2024-11,2024-11
4370,2020-08,2020-08
8062,2021-09,2023-05
5999,2020-08,2020-08
1425,2021-01,2021-01
5301,2023-11,2025-02
4547,2021-02,2022-02
8111,2020-05,2020-05
1935,2023-03,2023-03
7358,2020-01,2020-01
5709,2020-09,2020-09
8594,2021-07,2024-12
9501,2020-09,2020-09
8656,2020-06,2024-06
3160,2021-02,2021-02
5495,2024-07,2024-07
9893,2020-12,2021-12
7465,2020-08,2025-04
6926,2020-08,2024-01
1202,2020-01,2020-01
6259,2022-11,2022-11
8271,2020-04,2023-01
1145,2021-01,2021-01
8867,2021-05,2021-05
4569,2020-12,2020-12
2303,2021-01,2021-01
6145,2022-02,2023-07
3945,2023-11,2025-02
5252,2020-06,2021-09
4726,2020-01,2023-09
1812,2023-12,2023-12
1630,2020-08,2020-08
8214,2021-07,2024-12
4734,2020-12,2024-02
5244,2020-11,2021-07
6789,2023-01,2023-05
4845,2021-06,2021-06
9305,2022-09,2024-07
2268,2021-01,2021-04
7084,2024-08,2024-11
7815,2020-03,2020-03
5638,2020-11,2020-11
6902,2020-07,2022-07
7139,2022-08,2025-01
1510,2021-03,2022-11
5765,2022-02,2022-02
1418,2021-11,2023-09
6129,2020-02,2020-02
9326,2024-12,2024-12
6636,2020-05,2020-05
1534,2023-09,2023-09
7243,2021-06,2022-04
2285,2022-10,2023-09
9249,2024-05,2024-05
9982,2020-04,2020-04
2986,2020-07,2021-05
1842,2020-04,2021-04
9592,2022-08,2023-10
5410,2023-09,2023-09
5801,2020-09,2020-09
4982,2021-09,2025-02
4782,2022-01,2022-06
2890,2024-11,2024-11
7716,2021-09,2021-09
9284,2021-05,2021-11
8932,2022-05,2022-05
7862,2021-01,2021-01
9808,2020-08,2022-12
3263,2022-07,2022-07
6596,2021-03,2024-04
7692,2020-08,2020-08
9096,2021-06,2021-06
3947,2020-04,2021-02
3732,2020-02,2022-09
8698,2021-09,2023-12
1558,2022-07,2024-11
3735,2021-01,2021-01
9436,2020-03,2024-02
7919,2020-06,2020-06
4955,2020-01,2023-02
6518,2020-08,2020-08
2765,2020-12,2020-12
2208,2021-07,2023-02
8354,2020-04,2024-03
8368,2023-06,2023-08
5739,2020-11,2025-04
3205,2021-02,2024-03
9345,2023-01,2024-12
7060,2020-03,2020-03
7215,2020-10,2023-05
9334,2020-08,2020-08
2587,2024-09,2025-03
6588,2022-08,2023-12
9604,2021-05,2021-05
5673,2021-12,2023-05
3923,2024-01,2024-08
4451,2021-10,2024-06
6150,2022-07,2022-07
3713,2020-02,2021-10
8973,2024-01,2024-02
5726,2022-02,2024-10
2738,2022-08,2022-11
5565,2022-04,2022-04
9334,2020-08,2023-09
1651,2021-06,2021-06
9813,2024-08,2024-08
9001,2020-06,2024-05
7054,2020-05,2020-05
7987,2020-03,2020-03
3067,2021-06,2021-06
2795,2024-07,2024-07
8281,2023-02,2025-02
5309,2022-04,2024-07
5562,2021-03,2025-03
6795,2023-01,2024-11
4644,2022-02,2025-03
3567,2020-11,2024-09
8429,2024-07,2024-07
2213,2024-05,2024-05
1628,2021-09,2021-09
9540,2023-07,2023-07
1583,2022-04,2022-04
1130,2021-06,2022-05
7163,2024-12,2024-12
4205,2022-04,2022-04
8938,2021-01,2022-04
9138,2021-02,2021-02
2453,2022-05,2023-06
4509,2020-11,2024-06
9039,2022-04,2022-04
3918,2020-01,2021-01
5310,2020-11,2020-11
4845,2021-06,2022-05
9691,2020-10,2025-02
5916,2021-02,2024-11
8947,2020-07,2024-02
7425,2020-01,2023-09
8880,2020-12,2020-12
2841,2020-07,2023-07
7874,2020-01,2024-05
5053,2024-11,2024-11
3886,2020-12,2020-12
2860,2021-05,2021-05
3098,2024-05,2024-05
9014,2020-01,2022-11
4847,2020-05,2020-05
9314,2021-01,2022-10
1996,2021-11,2024-12
5286,2024-02,2024-02
7412,2024-04,2024-04
7531,2022-06,2023-03
5396,2021-02,2021-02
6567,2023-08,2024-05
6054,2020-06,2020-06
3728,2022-01,2022-01
2807,2022-01,2023-05
6401,2020-11,2020-11
1326,2021-04,2024-09
7212,2022-04,2022-04
6460,2022-06,2022-06
2039,2023-08,2023-08
4448,2022-11,2022-11
3572,2020-06,2021-09
4757,2021-04,2023-01
7125,2021-02,2024-12
